Filename, TSM, FileMeanOS, SMOS, OMOS0, OMOS1, OMOS2, OMOS3, OMOS4, OMOS5, OMOS6, OMOS7, OMOS8, OMOS9, OMOS10, OMOS11, OMOS12, OMOS13, OMOS14, OMOS15, OMOS16, OMOS17, OMOS18, OMOS19, OMOS20, OMOS21, OMOS22, OMOS23, OMOS24, OMOS25, OMOS26, OMOS27, OMOS28, OMOS29
Farmacist_2_PV_44.27_per.wav, 44.27, 2.578276720337482, 2.578276753425598, 3.4355008602142334, 2.868404984474182, 2.3974045515060425, 2.707349181175232, 2.2834073305130005, 2.8801645040512085, 2.9596511125564575, 2.834489941596985, 2.895293712615967, 2.572507619857788, 2.650234341621399, 2.5970178842544556, 2.606179118156433, 2.673796534538269, 2.729077935218811, 2.629941463470459, 2.8182634115219116, 2.6660043001174927, 2.719709634780884, 2.4971948862075806, 2.829699397087097, 2.5555280447006226, 2.647430896759033, 2.3821747303009033, 2.8380109071731567, 2.686730742454529, 2.688668370246887, 2.466529607772827, 2.647570848464966, 2.5997411012649536, 
Alto_Sax_17_FESOLA_44.27_per.wav, 44.27, 2.5230520198495117, 2.5230519771575928, 3.808483123779297, 3.8031086921691895, 3.2393858432769775, 3.00335431098938, 2.2186639308929443, 2.68431293964386, 2.1743675470352173, 1.9986318945884705, 2.321084141731262, 1.8575385808944702, 1.9385149478912354, 2.286920666694641, 2.41999614238739, 1.8525437116622925, 2.169034004211426, 2.2326602935791016, 2.299817442893982, 2.2947903871536255, 2.516928553581238, 2.319217562675476, 2.1630080938339233, 2.371245265007019, 2.5668752193450928, 2.2244032621383667, 2.700389862060547, 2.15749454498291, 2.2118581533432007, 2.434282660484314, 2.390419840812683, 2.2637397050857544, 
Alto_Sax_16_WSOLA_44.27_per.wav, 44.27, 2.5649387367757717, 2.56493878364563, 3.565242290496826, 4.174450397491455, 3.5815281867980957, 3.1054866313934326, 3.4855904579162598, 2.9961540699005127, 3.4510979652404785, 3.210237741470337, 3.301740884780884, 3.340949058532715, 3.284950017929077, 3.251901149749756, 3.083991289138794, 2.995262861251831, 2.814746618270874, 2.8601086139678955, 3.0897064208984375, 3.083381414413452, 3.523677110671997, 3.3748486042022705, 3.029386043548584, 3.0628979206085205, 3.165452003479004, 3.5607094764709473, 2.699591279029846, 2.941817283630371, 2.728736400604248, 2.7267266511917114, 3.069195508956909, 3.1882622241973877, 
Solo_flute_3_PV_IPL_44.27_per.wav, 44.27, 2.831217565081867, 2.8312175273895264, 3.328436851501465, 3.6505849361419678, 3.1688103675842285, 3.8079681396484375, 2.8167667388916016, 2.6736960411071777, 3.089170217514038, 3.3541786670684814, 2.6290937662124634, 3.136911630630493, 3.008392572402954, 2.863880753517151, 2.981853485107422, 3.348484516143799, 2.920239210128784, 2.8667776584625244, 3.0384085178375244, 2.4689382314682007, 3.123213529586792, 2.9145835638046265, 3.206390142440796, 2.872806429862976, 2.8861489295959473, 3.0191452503204346, 2.6310983896255493, 2.9952619075775146, 2.7344746589660645, 2.7963427305221558, 2.5886374711990356, 2.944059729576111, 
Synth_Pad_1_WSOLA_78.21_per.wav, 78.21, 3.6750688389511317, 3.6750688552856445, 3.5106589794158936, 3.777472734451294, 3.5936458110809326, 3.574012279510498, 3.533754348754883, 4.014925718307495, 3.813180685043335, 3.9364850521087646, 4.228105306625366, 3.55547833442688, 4.075420141220093, 3.6283106803894043, 3.984299898147583, 3.978618621826172, 3.781599760055542, 3.3776323795318604, 3.5850133895874023, 4.022486448287964, 3.924252986907959, 3.841221332550049, 3.7628684043884277, 3.954390525817871, 3.5786192417144775, 3.5906171798706055, 3.6061835289001465, 3.416393518447876, 4.102795362472534, 3.730531692504883, 3.6385433673858643, 3.5041797161102295, 
Male_15_HPTSM_44.27_per.wav, 44.27, 2.7434868921810995, 2.7434868812561035, 3.3567495346069336, 2.588204860687256, 2.1589910984039307, 2.044214129447937, 2.2656702995300293, 2.3369922637939453, 2.644545793533325, 2.527245044708252, 2.3879586458206177, 2.467953681945801, 2.703748345375061, 2.325500249862671, 3.0848467350006104, 2.5845717191696167, 2.77149498462677, 2.4302631616592407, 2.448891758918762, 2.8127598762512207, 2.583059072494507, 2.852857828140259, 2.604379177093506, 2.565353751182556, 2.9755736589431763, 2.886878728866577, 2.7428104877471924, 2.761294364929199, 2.562456250190735, 2.7506494522094727, 2.776925206184387, 2.5462186336517334, 
Male_21_uTVS_65.24_per.wav, 65.24, 2.791296840001839, 2.7912968397140503, 2.9578737020492554, 2.602439522743225, 2.74460232257843, 2.3462992906570435, 3.1467788219451904, 2.5568437576293945, 2.5617096424102783, 2.4654725790023804, 3.0914947986602783, 2.69276762008667, 2.510439395904541, 2.8518238067626953, 2.4337337017059326, 2.693984866142273, 2.806457757949829, 2.5287050008773804, 2.6490044593811035, 2.8004246950149536, 2.6146501302719116, 2.818734049797058, 2.0939440727233887, 2.8692718744277954, 2.6826510429382324, 2.9668842554092407, 2.504727602005005, 2.8150274753570557, 2.5626962184906006, 2.812040328979492, 2.5429660081863403, 2.487287998199463, 
Female_opera_HPTSM_38.38_per.wav, 38.38, 2.1954331670820304, 2.1954331398010254, 2.489671230316162, 2.413660168647766, 2.830421566963196, 2.4777579307556152, 2.012760281562805, 2.6123061180114746, 2.030495285987854, 2.3498488664627075, 2.5794317722320557, 2.4153499603271484, 1.975111722946167, 2.0668951272964478, 2.483391761779785, 2.3696084022521973, 2.030818462371826, 2.1871516704559326, 1.9598066210746765, 2.4063745737075806, 2.2942780256271362, 2.066675543785095, 2.0246893167495728, 2.0986225605010986, 2.1506484746932983, 2.3923871517181396, 2.2996914386749268, 2.310600996017456, 2.0391091108322144, 2.0033366680145264, 2.3791345357894897, 2.1314196586608887, 
Rain_Stick_St_04_WSOLA_53.83_per.wav, 53.83, 2.593551625183946, 2.5935516357421875, 3.4664809703826904, 2.832836389541626, 2.6053768396377563, 2.1253461837768555, 2.38768208026886, 2.6483300924301147, 2.8429577350616455, 1.7614596486091614, 1.7665935754776, 1.6858641505241394, 2.1261205673217773, 2.3434375524520874, 2.0441757440567017, 2.0250251293182373, 2.056293487548828, 2.210539221763611, 2.057117462158203, 2.2310367822647095, 2.2090108394622803, 2.263041138648987, 2.160995125770569, 2.1398398876190186, 2.065119743347168, 1.974379301071167, 2.1488072872161865, 2.3059582710266113, 2.2090355157852173, 2.3403130769729614, 2.4826055765151978, 2.5510610342025757, 
Male_15_WSOLA_78.21_per.wav, 78.21, 3.911055493242787, 3.911055564880371, 3.5408527851104736, 3.526914358139038, 3.924980878829956, 3.6438355445861816, 3.8152825832366943, 3.597290277481079, 3.959697961807251, 3.6843345165252686, 3.7060015201568604, 4.010152339935303, 3.981539011001587, 4.031146287918091, 4.028374671936035, 3.9787888526916504, 3.661811113357544, 3.7351224422454834, 3.9896068572998047, 4.1898298263549805, 3.803623914718628, 4.155018091201782, 4.122929334640503, 4.164135456085205, 3.8188483715057373, 3.705986499786377, 4.02543044090271, 3.830559492111206, 4.047323942184448, 3.9036643505096436, 3.9752697944641113, 3.8476974964141846, 
