Filename, TSM, FileMeanOS, SMOS, OMOS
Female_BV_1_HPTSM_192.4_per.wav, 192.4, 3.1162443594819207, 3.116244316101074, 3.4542784690856934
Male_19_WSOLA_44.27_per.wav, 44.27, 1.7473815634860161, 1.747381567955017, 1.7635613083839417
Alto_Sax_17_WSOLA_192.4_per.wav, 192.4, 4.355010975677055, 4.355010986328125, 4.004218339920044
Saxophones_3_HPTSM_44.27_per.wav, 44.27, 3.0152948011087117, 3.0152947902679443, 3.4345784187316895
Thumb_Piano_01_WSOLA_78.21_per.wav, 78.21, 3.974293790243295, 3.9742937088012695, 3.516112804412842
Saxophones_3_PV_IPL_65.24_per.wav, 65.24, 4.023001612392632, 4.023001670837402, 3.7071001529693604
Female_9_PV_IPL_99.61_per.wav, 99.61, 4.693641886573462, 4.693641901016235, 4.3909852504730225
Triangle_01_uTVS_44.27_per.wav, 44.27, 3.511667539194828, 3.511667490005493, 3.2390341758728027
Jazz_1_uTVS_82.58_per.wav, 82.58, 3.6303613953214358, 3.630361318588257, 2.4643044471740723
Choral_uTVS_44.27_per.wav, 44.27, 2.945712208044957, 2.9457122087478638, 3.4182207584381104
Male_7_FESOLA_138.1_per.wav, 138.1, 4.271402056600583, 4.27140212059021, 3.841444253921509
Piano_Turkish_uTVS_78.21_per.wav, 78.21, 3.921033374628356, 3.9210333824157715, 3.7566874027252197
Woodwinds_3_PV_38.38_per.wav, 38.38, 3.018280390132434, 3.018280506134033, 3.7299447059631348
Male_18_PV_192.4_per.wav, 192.4, 3.202415928819608, 3.202415943145752, 3.6033952236175537
C_minor_Aeolian_uTVS_99.61_per.wav, 99.61, 4.474796296303653, 4.474796295166016, 3.0656397342681885
Rain_Stick_St_05_HPTSM_99.61_per.wav, 99.61, 4.450078041694302, 4.450078010559082, 3.1265766620635986
Yellow_Violin_FESOLA_38.38_per.wav, 38.38, 2.4128285808029744, 2.41282856464386, 3.334618330001831
G_Minor_WSOLA_99.61_per.wav, 99.61, 4.74769185181197, 4.747691869735718, 3.6353704929351807
Child_1_PV_99.61_per.wav, 99.61, 4.93833072915845, 4.93833065032959, 3.228559970855713
Rock_2_FESOLA_78.21_per.wav, 78.21, 1.8013970781272053, 1.8013970851898193, 2.461815595626831
C_minor_Aeolian_PV_IPL_53.83_per.wav, 53.83, 1.729927006768365, 1.7299270033836365, 1.979693055152893
Perc_2_WSOLA_99.61_per.wav, 99.61, 4.260473989338519, 4.260473966598511, 3.78235125541687
Triangle_01_PV_IPL_99.61_per.wav, 99.61, 5.0, 5.0, 3.9295740127563477
Female_6_HPTSM_44.27_per.wav, 44.27, 2.3999177972887713, 2.3999178409576416, 2.8483986854553223
Guitar_WSOLA_78.21_per.wav, 78.21, 2.6924862150223365, 2.6924861669540405, 3.2188310623168945
Dorothy_2_uTVS_78.21_per.wav, 78.21, 4.2982031165722505, 4.298203229904175, 3.9459609985351562
Female_1_PV_65.24_per.wav, 65.24, 3.0937406107791694, 3.093740701675415, 3.51725172996521
Oboe_piano_2_uTVS_166.7_per.wav, 166.7, 4.01970985942815, 4.019709825515747, 4.000120401382446
Male_8_PV_IPL_38.38_per.wav, 38.38, 1.7603282738179737, 1.7603282928466797, 3.184983968734741
Chiptune_uTVS_192.4_per.wav, 192.4, 3.759511593737765, 3.759511709213257, 3.9374184608459473
Solo_flute_3_WSOLA_82.58_per.wav, 82.58, 4.387197112085895, 4.387197017669678, 3.78460431098938
Alto_Sax_16_PV_IPL_65.24_per.wav, 65.24, 3.7976518327181834, 3.797651767730713, 3.277848243713379
Chiptune_WSOLA_82.58_per.wav, 82.58, 4.1201248450661065, 4.120124816894531, 3.4542064666748047
There_is_no_way_PV_38.38_per.wav, 38.38, 1.693745568295105, 1.6937455534934998, 1.8803210854530334
Sop_Sax_05_PV_IPL_53.83_per.wav, 53.83, 4.361250804385102, 4.361250877380371, 3.8253438472747803
Brass_and_perc_10_WSOLA_44.27_per.wav, 44.27, 1.6381077297742501, 1.638107717037201, 3.3075358867645264
Child_1_PV_IPL_53.83_per.wav, 53.83, 3.3646593449318005, 3.364659309387207, 2.8781898021698
Piano_Turkish_WSOLA_192.4_per.wav, 192.4, 3.6642698808187157, 3.6642699241638184, 3.901921033859253
Vaccum_cleaner_2_uTVS_38.38_per.wav, 38.38, 3.4989114641647734, 3.4989113807678223, 3.0123932361602783
Solo_flute_1_HPTSM_166.7_per.wav, 166.7, 3.88995096527695, 3.88995099067688, 3.866867780685425
Male_9_HPTSM_166.7_per.wav, 166.7, 3.442454002184392, 3.4424540996551514, 3.6583919525146484
Synth_Bass_1_FESOLA_82.58_per.wav, 82.58, 2.4903138782569707, 2.4903138875961304, 3.462103843688965
Saxophones_1_uTVS_99.61_per.wav, 99.61, 3.6138922302251575, 3.6138923168182373, 4.21087908744812
