Filename, TSM, FileMeanOS, SMOS, OMOS0, OMOS1, OMOS2, OMOS3, OMOS4, OMOS5, OMOS6, OMOS7, OMOS8, OMOS9, OMOS10, OMOS11, OMOS12, OMOS13, OMOS14, OMOS15, OMOS16, OMOS17, OMOS18, OMOS19, OMOS20, OMOS21, OMOS22, OMOS23, OMOS24, OMOS25, OMOS26, OMOS27, OMOS28, OMOS29
Farmacist_2_PV_44.27_per.wav, 44.27, 2.578276720337482, 2.578276753425598, 3.2659807205200195, 3.7125890254974365, 2.8662506341934204, 2.757452607154846, 3.5770397186279297, 3.0921661853790283, 3.193519115447998, 2.9381048679351807, 3.015259027481079, 3.000905752182007, 3.030243158340454, 2.671735405921936, 2.5419260263442993, 2.813410758972168, 2.9485678672790527, 2.7946802377700806, 2.8444904088974, 2.8845688104629517, 2.6212915182113647, 2.76150381565094, 2.747369647026062, 3.117840051651001, 2.784261703491211, 3.0298502445220947, 2.8521329164505005, 3.1159238815307617, 2.72581946849823, 2.812065005302429, 2.7695971727371216, 2.6273759603500366, 
Alto_Sax_17_FESOLA_44.27_per.wav, 44.27, 2.5230520198495117, 2.5230519771575928, 3.709937810897827, 2.9402213096618652, 3.615554094314575, 3.233945369720459, 2.1340208053588867, 2.9509565830230713, 2.7608425617218018, 2.472152590751648, 2.4603527784347534, 2.6614171266555786, 2.5031427145004272, 2.2721986770629883, 1.9316967129707336, 2.198174834251404, 2.434365391731262, 1.9347532987594604, 2.160340189933777, 2.157678723335266, 2.071224093437195, 2.4773393869400024, 2.234843611717224, 2.2221754789352417, 2.3542672395706177, 2.16314435005188, 2.004809021949768, 2.611179828643799, 2.367588996887207, 2.280627489089966, 1.911852777004242, 2.3337292671203613, 
Alto_Sax_16_WSOLA_44.27_per.wav, 44.27, 2.5649387367757717, 2.56493878364563, 4.054227590560913, 2.943555235862732, 3.687246561050415, 3.5088601112365723, 3.168149709701538, 3.7215230464935303, 2.9706311225891113, 2.948929786682129, 3.1057546138763428, 3.1812922954559326, 3.0240445137023926, 2.9865413904190063, 3.448014497756958, 2.873803973197937, 2.7975025177001953, 2.889434814453125, 2.8909984827041626, 2.6212289333343506, 2.857649803161621, 3.4100046157836914, 3.6421685218811035, 2.7741183042526245, 2.6237412691116333, 3.3955154418945312, 2.8518227338790894, 2.557149887084961, 2.617660403251648, 2.5261157751083374, 2.611405849456787, 3.0821290016174316, 
Solo_flute_3_PV_IPL_44.27_per.wav, 44.27, 2.831217565081867, 2.8312175273895264, 4.098404407501221, 3.8886806964874268, 4.142950534820557, 3.193704128265381, 3.807377576828003, 3.0908734798431396, 2.7423850297927856, 2.9476391077041626, 2.6527063846588135, 2.8643957376480103, 2.8952242136001587, 2.65336537361145, 3.118101119995117, 3.177600145339966, 2.8318651914596558, 3.006216526031494, 2.7604808807373047, 2.8814330101013184, 2.9921071529388428, 3.310551881790161, 3.0146749019622803, 2.667250871658325, 2.6805917024612427, 3.0631637573242188, 2.780164361000061, 2.5718953609466553, 3.3102478981018066, 2.484370470046997, 2.8900063037872314, 3.076141357421875, 
Synth_Pad_1_WSOLA_78.21_per.wav, 78.21, 3.6750688389511317, 3.6750688552856445, 3.7781221866607666, 3.5411415100097656, 3.834825038909912, 3.4730966091156006, 3.9329450130462646, 3.6370441913604736, 4.144093990325928, 3.8728749752044678, 3.882544994354248, 3.536126136779785, 3.954526901245117, 3.0113346576690674, 3.9246630668640137, 3.672365427017212, 4.2761571407318115, 4.078453779220581, 3.425570487976074, 3.840662717819214, 3.857448101043701, 3.4973785877227783, 3.6200640201568604, 3.633805751800537, 3.812732458114624, 4.174435615539551, 3.5980336666107178, 3.4356820583343506, 4.02027153968811, 3.317047357559204, 3.7961580753326416, 3.9507546424865723, 
Male_15_HPTSM_44.27_per.wav, 44.27, 2.7434868921810995, 2.7434868812561035, 2.2619714736938477, 2.184865355491638, 1.9171180129051208, 1.849891722202301, 1.7936738729476929, 2.0534428358078003, 1.9388624429702759, 1.988661766052246, 1.8125529289245605, 2.2469124794006348, 2.4430638551712036, 2.204897880554199, 2.307996988296509, 2.4765132665634155, 2.680282711982727, 2.6757941246032715, 2.46294105052948, 2.494368076324463, 2.382881999015808, 2.3497451543807983, 2.5030500888824463, 2.6025853157043457, 2.6225022077560425, 2.4829440116882324, 2.5811169147491455, 2.7269338369369507, 2.715615391731262, 2.679903507232666, 2.5757110118865967, 2.7298415899276733, 
Male_21_uTVS_65.24_per.wav, 65.24, 2.791296840001839, 2.7912968397140503, 3.2654080390930176, 2.218599796295166, 2.5015872716903687, 2.429062247276306, 2.1192166805267334, 2.6820417642593384, 2.2990610599517822, 2.898805618286133, 2.6030900478363037, 2.597668170928955, 3.0830931663513184, 2.730546474456787, 2.93472957611084, 2.6715720891952515, 2.5864152908325195, 2.9512619972229004, 2.7669050693511963, 2.836977005004883, 2.9300129413604736, 3.019998073577881, 2.895176887512207, 2.6552146673202515, 3.0288922786712646, 2.9414589405059814, 2.750433325767517, 2.6972286701202393, 3.2030551433563232, 2.795355439186096, 2.6284711360931396, 2.710283398628235, 
Female_opera_HPTSM_38.38_per.wav, 38.38, 2.1954331670820304, 2.1954331398010254, 3.6002767086029053, 2.46261203289032, 2.131364941596985, 2.7468299865722656, 2.7433598041534424, 2.480986475944519, 2.4122177362442017, 2.3210548162460327, 2.0385345220565796, 2.305743098258972, 2.54348361492157, 2.1202341318130493, 2.305477023124695, 1.9511820673942566, 2.6358120441436768, 3.086623191833496, 2.604422926902771, 2.380889892578125, 1.9759568572044373, 2.17696213722229, 2.3525805473327637, 2.477200984954834, 2.421140432357788, 2.1828813552856445, 2.686100125312805, 2.1679153442382812, 2.129676103591919, 2.3083653450012207, 2.4354039430618286, 2.770694375038147, 
Rain_Stick_St_04_WSOLA_53.83_per.wav, 53.83, 2.593551625183946, 2.5935516357421875, 2.2866114377975464, 3.3601832389831543, 3.0540993213653564, 3.099736452102661, 1.954408347606659, 1.8585863709449768, 2.788451075553894, 1.9356268048286438, 1.843069076538086, 2.1577630043029785, 1.923468828201294, 2.5389527082443237, 2.2221457958221436, 2.273177981376648, 2.1010977029800415, 2.264578938484192, 2.5872812271118164, 2.2653180360794067, 2.263166308403015, 2.3891353607177734, 2.1008315086364746, 2.1657299995422363, 1.997262716293335, 2.351062297821045, 2.49873149394989, 2.16809344291687, 2.297518253326416, 2.361951231956482, 2.6950684785842896, 2.3702268600463867, 
Male_15_WSOLA_78.21_per.wav, 78.21, 3.911055493242787, 3.911055564880371, 3.4835755825042725, 3.7283763885498047, 3.272827386856079, 3.348116874694824, 3.4247169494628906, 3.3447420597076416, 3.2601161003112793, 3.2957193851470947, 3.7079296112060547, 3.45084810256958, 3.60502552986145, 3.2819833755493164, 3.8568551540374756, 3.391867160797119, 3.333622694015503, 4.061842441558838, 3.943889856338501, 3.6731045246124268, 3.70176100730896, 3.853909492492676, 3.930868148803711, 3.67104172706604, 3.9413206577301025, 4.005061626434326, 3.923534870147705, 3.7646584510803223, 3.914973020553589, 3.69545841217041, 3.8680191040039062, 3.897080898284912, 
