Filename, TSM, FileMeanOS, SMOS, OMOS0, OMOS1, OMOS2, OMOS3, OMOS4, OMOS5, OMOS6, OMOS7, OMOS8, OMOS9, OMOS10, OMOS11, OMOS12, OMOS13, OMOS14, OMOS15, OMOS16, OMOS17, OMOS18, OMOS19, OMOS20, OMOS21, OMOS22, OMOS23, OMOS24, OMOS25, OMOS26, OMOS27, OMOS28, OMOS29
Farmacist_2_PV_44.27_per.wav, 44.27, 2.578276720337482, 2.578276753425598, 4.09730339050293, 2.518723487854004, 2.5578302145004272, 3.3717634677886963, 3.292046308517456, 3.055917501449585, 2.8605892658233643, 3.0549583435058594, 2.8412675857543945, 2.8270081281661987, 2.583089590072632, 2.610764741897583, 2.697669744491577, 2.592947840690613, 2.950218677520752, 2.7324986457824707, 2.8576279878616333, 2.6493420600891113, 2.828529119491577, 2.7034629583358765, 2.5402634143829346, 2.656384825706482, 2.7579898834228516, 2.5901893377304077, 2.6160718202590942, 2.5436835289001465, 2.9225711822509766, 2.5631303787231445, 2.8750449419021606, 2.605435848236084, 
Alto_Sax_17_FESOLA_44.27_per.wav, 44.27, 2.5230520198495117, 2.5230519771575928, 2.580439567565918, 2.2877572774887085, 2.5678915977478027, 2.608906388282776, 2.9247478246688843, 2.951703667640686, 2.330004930496216, 2.427599549293518, 2.1511449813842773, 2.626425266265869, 1.989125370979309, 2.094028115272522, 2.248433828353882, 2.279746174812317, 2.2133092880249023, 2.5211493968963623, 2.3260345458984375, 2.1417397260665894, 2.4582741260528564, 2.083385705947876, 2.3480433225631714, 2.290171980857849, 2.324651598930359, 1.85637366771698, 2.2577260732650757, 2.115989089012146, 2.3720873594284058, 2.4369057416915894, 2.4129743576049805, 2.445342540740967, 
Alto_Sax_16_WSOLA_44.27_per.wav, 44.27, 2.5649387367757717, 2.56493878364563, 3.5784380435943604, 3.2319419384002686, 2.8367512226104736, 2.8266756534576416, 3.1641666889190674, 3.1573281288146973, 2.883149027824402, 3.276628017425537, 3.135838270187378, 3.3049023151397705, 2.416895270347595, 3.116246461868286, 3.218897581100464, 2.5743812322616577, 3.0172927379608154, 3.2298264503479004, 3.2403345108032227, 2.933842420578003, 2.525224804878235, 3.191607713699341, 2.5870970487594604, 3.086000442504883, 2.7558141946792603, 3.2297916412353516, 2.9154423475265503, 3.047895908355713, 2.7145042419433594, 2.648167610168457, 2.9840956926345825, 2.718536376953125, 
Solo_flute_3_PV_IPL_44.27_per.wav, 44.27, 2.831217565081867, 2.8312175273895264, 3.9620919227600098, 3.784810781478882, 3.6715075969696045, 3.372821092605591, 2.867873191833496, 3.900297164916992, 3.4875407218933105, 3.1227216720581055, 2.95272433757782, 3.003837823867798, 3.391777753829956, 2.9669382572174072, 2.7318642139434814, 2.919528841972351, 3.0003089904785156, 2.6882177591323853, 3.0974576473236084, 2.4861106872558594, 2.6355931758880615, 2.6814197301864624, 2.6556795835494995, 3.014478921890259, 3.1012346744537354, 2.499711751937866, 2.890360474586487, 2.6735384464263916, 2.779049873352051, 2.69171142578125, 2.907547116279602, 2.613918662071228, 
Synth_Pad_1_WSOLA_78.21_per.wav, 78.21, 3.6750688389511317, 3.6750688552856445, 3.746166229248047, 2.911201596260071, 3.891684055328369, 3.806055784225464, 3.1906681060791016, 3.99259877204895, 3.91982102394104, 3.243534564971924, 3.3354732990264893, 4.012045383453369, 3.7853190898895264, 3.982485771179199, 3.9207780361175537, 3.715790271759033, 3.815239906311035, 3.600569248199463, 3.117246150970459, 3.7169017791748047, 3.6673057079315186, 3.3019237518310547, 3.6952319145202637, 3.477548360824585, 3.603019952774048, 3.8099987506866455, 3.8900341987609863, 3.6516473293304443, 3.831742763519287, 4.11896538734436, 3.8191471099853516, 3.3440163135528564, 
Male_15_HPTSM_44.27_per.wav, 44.27, 2.7434868921810995, 2.7434868812561035, 2.7862335443496704, 2.3508375883102417, 2.1488733291625977, 2.126483678817749, 1.77962726354599, 2.3871768712997437, 2.2039259672164917, 2.21668541431427, 2.358465790748596, 2.32605242729187, 2.420062303543091, 2.369457483291626, 2.358752965927124, 2.5168415307998657, 2.6903223991394043, 2.582971215248108, 2.737855553627014, 2.780591368675232, 2.638661503791809, 2.680955410003662, 2.5799272060394287, 2.8995529413223267, 2.7097980976104736, 2.869953155517578, 2.612707257270813, 2.6026023626327515, 2.950729250907898, 2.679952621459961, 2.6787869930267334, 2.654116988182068, 
Male_21_uTVS_65.24_per.wav, 65.24, 2.791296840001839, 2.7912968397140503, 3.346310615539551, 2.3950161933898926, 2.1969499588012695, 2.3332420587539673, 3.61834454536438, 3.2719719409942627, 2.816054105758667, 2.8699840307235718, 3.0471038818359375, 3.0053656101226807, 2.949995994567871, 2.7754799127578735, 2.903416156768799, 2.9878604412078857, 3.009413242340088, 2.9348422288894653, 2.8635032176971436, 3.0936007499694824, 2.5377198457717896, 2.7026522159576416, 2.884974956512451, 3.301840305328369, 2.8069825172424316, 2.738502621650696, 2.543159008026123, 2.7538007497787476, 2.7240456342697144, 2.9374343156814575, 2.64188289642334, 2.759924530982971, 
Female_opera_HPTSM_38.38_per.wav, 38.38, 2.1954331670820304, 2.1954331398010254, 3.66267728805542, 2.6143980026245117, 2.9397428035736084, 2.935867667198181, 2.788226842880249, 2.5531227588653564, 2.623046398162842, 2.2646138668060303, 2.3629058599472046, 2.2241954803466797, 2.5823904275894165, 2.136496901512146, 2.4052839279174805, 2.408489942550659, 2.5523003339767456, 2.108634352684021, 1.9909546971321106, 2.4315134286880493, 2.1270947456359863, 2.5135433673858643, 1.8657102584838867, 2.381126642227173, 2.4259692430496216, 2.0267072916030884, 2.2449371814727783, 2.316636323928833, 2.3886661529541016, 2.2141458988189697, 2.242565870285034, 2.028833508491516, 
Rain_Stick_St_04_WSOLA_53.83_per.wav, 53.83, 2.593551625183946, 2.5935516357421875, 3.9098851680755615, 2.651682496070862, 2.9438029527664185, 1.8641252517700195, 2.3781888484954834, 1.7340603470802307, 2.425061821937561, 1.9541738629341125, 2.7295018434524536, 1.7682111263275146, 2.1597297191619873, 2.4557358026504517, 2.0963860750198364, 2.0531609058380127, 2.115617871284485, 1.9693534970283508, 2.2256964445114136, 2.1028904914855957, 2.3068066835403442, 2.553310751914978, 2.5581804513931274, 2.302620053291321, 1.940481960773468, 2.362823963165283, 2.366899847984314, 2.6026281118392944, 2.2903809547424316, 2.3716697692871094, 2.669105887413025, 2.5626068115234375, 
Male_15_WSOLA_78.21_per.wav, 78.21, 3.911055493242787, 3.911055564880371, 3.6615042686462402, 2.9862977266311646, 3.468621253967285, 3.705092430114746, 3.7103331089019775, 3.791829824447632, 3.7936816215515137, 3.8392767906188965, 3.657719135284424, 3.781454563140869, 3.599963426589966, 4.001213073730469, 4.143601655960083, 4.273271083831787, 4.2398152351379395, 3.639864683151245, 4.029527187347412, 3.9596567153930664, 3.9645040035247803, 3.944085121154785, 3.809617519378662, 4.404352903366089, 3.992189884185791, 4.002989053726196, 4.058393716812134, 3.952280282974243, 4.136853218078613, 4.004523754119873, 4.198773622512817, 4.065869092941284, 
